iteration,learning_rate,n_estimators,max_depth,min_child_weight,subsample,reg_alpha,reg_lambda,colsample_bynode,colsample_bytree,num_parallel_tree,max_delta_step,score
0.0,0.0015401618906523639,2200.0,5.0,0.13877045496613735,0.3335575368125104,0.06357586336633995,0.025186929138297235,0.3787849688921933,0.17644403307906173,5.0,0.0,0.07946442430700602
0.0,0.0010928794995658448,2200.0,3.0,0.4848428994709426,0.5462271473911449,0.9824378532890452,0.721968438344124,0.7413482851173053,0.06564730300110973,1.0,0.0,0.20298434790061565
0.0,0.023267536407239598,2200.0,6.0,0.24816887776022006,0.7650092838122667,0.37689587040220646,0.7843912933654986,0.00021227516342401612,0.4069925276800783,2.0,1.0,0.010954959542930211
0.0,0.044363521430042636,2200.0,5.0,0.129366754951922,0.6456618248450157,0.5409662467969452,0.23125843383287653,0.13418908005740435,0.9866215893045905,3.0,1.0,0.009240936586755653
0.0,0.08425592948924995,2200.0,3.0,0.16131343719804428,0.839031445362258,0.1279596006404915,0.9487387923851606,0.5603437276323695,0.7771415844744404,3.0,0.0,0.011855380501372609
0.0,0.150818311786049,2200.0,4.0,1.7448373143090796,0.9498294524663209,0.01570863210942857,0.7526680962481254,0.8013097906272074,0.41327023942067015,1.0,3.0,0.017659514376400204
0.0,0.0018041727187306637,2200.0,4.0,0.13894087565363408,0.11131687337259236,0.8225089557442111,0.9019126089718035,0.16590092521576477,0.5163733804011136,1.0,0.0,0.08065034636439279
0.0,0.005222279964807879,2200.0,5.0,2.0794021074038747,0.2660931164721427,0.3427484495008656,0.10755733232837066,0.4056859654532067,0.03263254366346292,5.0,4.0,0.15685051430178398
0.0,0.003393744752675271,2200.0,3.0,0.10980662795174786,0.051349254194832085,0.6069949992986771,0.9324744721674831,0.20061505982790714,0.931803243747265,4.0,0.0,0.010287083440988757
0.0,0.1131428555622544,2200.0,3.0,0.21722235528908487,0.5427060547727531,0.32751494549362764,0.7286799115890054,0.0009435782989062048,0.6016087963869938,4.0,1.0,0.014767401670266288
0.0,0.004871020828290187,2200.0,3.0,0.1653514486756699,0.36773864758445923,0.6491708828097082,0.13140479789512804,0.00043346385913477177,0.6295413316551427,3.0,1.0,0.16093264532374454
0.0,0.004648716379719654,2200.0,3.0,0.5355621060287262,0.8978055714329229,0.24753200615876209,0.3714461683882094,0.012271618408132597,0.3048595747138125,1.0,0.0,0.09552036643154949
0.0,0.003849313225842671,2200.0,3.0,0.11582910161342179,0.7676659810759354,0.906482814150677,0.912628912268681,0.7506734308829218,0.3661579379963445,4.0,0.0,0.004110507089213776
0.0,0.003918137727602544,2200.0,6.0,0.11537184783908139,0.054389941783450996,0.8640102050833425,0.6141911580155007,0.29213563434348266,0.9136242297291823,4.0,5.0,0.0064635754866824765
0.0,0.00487039701671758,2200.0,6.0,0.20689163207236308,0.5404216092235414,0.5188503605872934,0.5869557892500121,0.39418356608148325,0.3308726450749586,1.0,1.0,0.001703685955791583
0.0,0.001917853333740038,2200.0,6.0,0.1363335669874013,0.21056734128689386,0.12796370306422286,0.5717193972946818,0.5970809439243461,0.9536501557583051,1.0,0.0,0.012968637280090838
0.0,0.005999228810865133,2200.0,6.0,0.2489484135316777,0.5059441869493997,0.4658284434227406,0.328410414255054,0.008618169756645564,0.5368074695461482,3.0,1.0,0.08868185254840914
0.0,0.0014579195598121127,2200.0,4.0,0.2600297108982079,0.1841453176636966,0.5406152170144691,0.9019138476268093,0.08950868700667186,0.2278689427565985,4.0,0.0,0.2130723306299211
0.0,0.0012254822278660047,2200.0,6.0,0.5578902248053611,0.6618882695190612,0.03211436715193739,0.6622545060435562,0.8728583064845884,0.5520233734477024,4.0,0.0,0.003509554771992515
0.0,0.0183915982091975,2200.0,6.0,0.12603059053106916,0.2692220555875286,0.0986337656219953,0.0420323652819668,0.5546763534168031,0.8109506475568061,4.0,4.0,0.007999991906952829
0.0,0.003609772677907774,2200.0,4.0,0.22578043205577997,0.0377640813105821,0.13839203505386627,0.6609666468631233,0.9888674447698872,0.13805292885270748,3.0,0.0,0.006393940960179998
0.0,0.00354347007760582,2200.0,3.0,0.20299888656460482,0.01931659692972818,0.9566514284253909,0.8057969385258613,0.6303235590908632,0.5864600317286587,5.0,5.0,0.012938320442327369
0.0,0.003331934525971953,2200.0,6.0,0.1805704611012139,0.6844134544381576,0.8973393342753716,0.6272519703523033,0.026141138056515894,0.628135420992851,4.0,4.0,0.15141664271530544
0.0,0.001538136043154025,2200.0,3.0,0.25094555646282246,0.2874262950793735,0.31850952158864226,0.7960736113733682,0.7522419343875362,0.9332147793511459,2.0,0.0,0.0777487993134313
0.0,0.0021785258604675043,2200.0,5.0,0.1042520852148873,0.01649873697444589,0.06982449966170248,0.6060764357778434,0.5039322631093796,0.7155572681826587,5.0,0.0,0.014977953245456525
0.0,0.0013278727662102549,2200.0,4.0,0.13701741729368758,0.8068988945340232,0.32326473632315866,0.4078991268755594,0.3789062829874549,0.008423540322900927,5.0,5.0,0.5515091216941734
0.0,0.002451545958503596,2200.0,6.0,0.1784036078823811,0.9024650460982954,0.10311230701379955,0.842721518852831,0.3282010390454817,0.7744973309257196,4.0,0.0,0.0029304029749477292
